CustomerID,Recency,Frequency,Monetary_Value,Quantity_Avg,Quantity_Total,AOV,90P_Days_Between_Purchase,50P_Days_Between_Purchase,Churn_Risk
13849,43,2,1518.5800000000004,10.05940594059406,1016,759.2900000000002,107.10000000000001,59.5,low
13851,87,3,1871.6999999999998,15.123456790123457,1225,623.9,133.60000000000002,32.0,medium
13854,16,24,9061.6,18.704761904761906,1964,377.56666666666666,28.0,11.5,medium
13856,160,3,273.3,21.0,294,91.10000000000001,18.2,15.0,high
13860,6,4,896.5000000000002,6.571428571428571,368,224.12500000000006,36.4,34.0,low
13862,10,8,2235.360000000001,12.143884892086332,1688,279.42000000000013,55.2,42.5,low
13865,50,4,497.91,6.8,204,124.4775,94.80000000000001,64.0,low
13867,23,3,1007.3200000000002,8.40983606557377,513,335.77333333333337,123.0,43.0,low
13869,115,4,3090.7600000000034,5.605863192182411,1721,772.6900000000009,112.30000000000001,47.0,high
13870,32,7,2512.290000000001,10.82882882882883,1202,358.89857142857153,84.20000000000002,33.0,low
13871,14,13,6393.250000000005,8.351190476190476,2806,491.7884615384619,37.6,23.0,low
13873,111,3,389.35,6.086956521739131,140,129.78333333333333,97.2,90.0,high
13875,45,5,1773.2000000000007,12.634615384615385,1314,354.64000000000016,77.2,50.0,low
13880,13,13,3192.02,11.163636363636364,1842,245.54,54.60000000000001,30.0,low
13881,3,19,12244.52,31.560693641618496,5460,644.4484210526316,34.2,13.0,low
13882,3,4,945.3000000000002,12.333333333333334,629,236.32500000000005,19.4,15.5,low
13883,2,5,2645.9699999999984,10.112676056338028,1436,529.1939999999997,137.8,0.0,medium
13884,81,4,526.76,4.6521739130434785,214,131.69,133.10000000000002,2.5,medium
13885,181,2,505.8000000000001,6.5,182,252.90000000000006,9.9,5.5,high
13888,111,2,604.88,6.45,258,302.44,88.2,49.0,high
13890,14,7,1371.96,7.756410256410256,605,195.99428571428572,134.00000000000006,8.0,medium
13892,18,4,525.33,21.74074074074074,587,131.3325,135.20000000000005,18.5,low
13894,15,3,549.55,12.222222222222221,330,183.1833333333333,228.8,0.0,medium
13895,20,4,2614.929999999999,11.127118644067796,1313,653.7324999999997,64.60000000000001,29.5,low
13899,8,2,389.92,8.210526315789474,156,194.96,232.20000000000002,129.0,low
13900,174,3,730.9699999999997,10.0,430,243.65666666666655,57.800000000000004,9.0,high
13901,64,5,2781.7499999999995,11.671140939597315,1739,556.3499999999999,83.0,51.0,medium
13904,29,2,321.23999999999995,12.76923076923077,332,160.61999999999998,231.3,128.5,low
13908,71,4,2204.5899999999992,11.611570247933884,1405,551.1474999999998,79.9,54.0,medium
13911,49,9,2339.3099999999986,13.804054054054054,2043,259.9233333333332,55.00000000000001,18.0,medium
13914,3,2,636.59,11.515151515151516,380,318.295,21.6,12.0,low
13917,41,2,272.04,12.666666666666666,228,136.02,126.9,70.5,low
13918,41,2,951.0,18.8,564,475.5,182.70000000000002,101.5,low
13919,51,2,344.36,18.153846153846153,472,172.18,55.800000000000004,31.0,medium
13924,9,5,1547.670000000001,10.1,909,309.5340000000002,21.0,8.0,medium
13925,84,4,630.0500000000001,8.073170731707316,331,157.51250000000002,25.8,13.0,high
13928,2,4,459.16999999999996,4.777777777777778,129,114.79249999999999,60.30000000000001,23.0,low
13929,161,2,1009.4500000000002,15.88888888888889,143,504.7250000000001,141.3,78.5,high
13930,49,2,332.53999999999996,16.11764705882353,274,166.26999999999998,70.2,39.0,medium
13931,87,2,1235.3300000000002,12.5,725,617.6650000000001,166.5,92.5,low
13933,101,2,623.1899999999999,8.91304347826087,205,311.59499999999997,35.1,19.5,high
13939,15,3,587.7299999999999,18.822222222222223,847,195.90999999999997,179.4,85.0,low
13940,9,4,837.3400000000001,10.53061224489796,516,209.33500000000004,50.2,36.5,low
13941,13,5,3975.8799999999997,29.511111111111113,1328,795.1759999999999,107.80000000000001,75.0,low
13946,71,3,568.4100000000001,30.09090909090909,331,189.47000000000003,110.80000000000001,66.0,medium
13949,16,5,1852.93,14.675213675213675,1717,370.586,21.4,15.0,medium
13950,3,4,734.77,9.228571428571428,323,183.6925,135.50000000000003,30.5,low
13951,168,3,668.1099999999998,9.923076923076923,387,222.70333333333326,59.4,57.0,high
13952,209,2,3186.15,10.514705882352942,1430,1593.075,18.0,10.0,high
13953,44,6,665.96,25.846153846153847,336,110.99333333333334,70.5,55.5,low
13955,146,2,393.7099999999999,4.666666666666667,154,196.85499999999996,135.9,75.5,high
13956,46,4,846.79,3.3587786259541983,440,211.6975,98.4,55.5,low
13959,71,3,590.5999999999998,3.880434782608696,357,196.8666666666666,177.0,81.0,low
13960,13,2,238.92,11.833333333333334,142,119.46,45.0,25.0,low
13962,13,2,157.4,7.909090909090909,87,78.7,200.70000000000002,111.5,low
13963,300,4,927.9200000000001,12.457142857142857,436,231.98000000000002,25.3,15.0,high
13969,8,16,7852.809999999999,6.745974955277281,3771,490.8006249999999,44.5,15.5,low
13971,10,8,2745.5,12.375838926174497,1844,343.1875,58.5,38.0,low
13972,62,2,190.25000000000009,12.466666666666667,187,95.12500000000004,117.9,65.5,low
13975,23,6,2509.009999999999,4.964497041420119,1678,418.1683333333331,89.0,32.0,low
13978,6,2,189.64999999999998,20.6,309,94.82499999999999,27.0,15.0,low
13982,31,4,1915.4100000000005,10.234234234234235,1136,478.85250000000013,151.3,81.0,low
13983,21,12,1819.7000000000007,10.83177570093458,1159,151.64166666666674,43.6,25.0,low
13984,18,5,605.63,19.9375,319,121.126,113.4,75.0,low
13985,6,14,6910.870000000004,9.799418604651162,3371,493.63357142857177,33.50000000000001,13.0,low
13988,11,6,4098.4000000000015,12.598290598290598,2948,683.066666666667,71.0,33.0,low
13989,57,2,953.9699999999997,19.146341463414632,785,476.98499999999984,155.70000000000002,86.5,low
13991,4,6,853.6300000000001,12.012048192771084,997,142.27166666666668,51.5,13.0,low
13993,34,9,3485.36,7.43801652892562,900,387.26222222222225,52.800000000000004,32.0,medium
13994,31,5,2189.8900000000017,6.093333333333334,914,437.97800000000035,36.0,27.0,medium
13995,7,5,1392.4899999999998,10.220930232558139,879,278.49799999999993,86.0,41.0,low
13999,2,12,4006.5100000000034,10.783653846153847,2243,333.8758333333336,39.9,26.5,low
14001,37,3,1652.78,17.58974358974359,686,550.9266666666666,177.6,140.0,low
14002,126,2,517.78,17.382978723404257,817,258.89,19.8,11.0,high
14004,35,7,4483.7,15.263157894736842,2610,640.5285714285714,73.60000000000002,19.0,medium
14005,1,5,2748.2200000000007,22.285714285714285,1872,549.6440000000001,62.8,42.0,low
14006,107,3,794.5,16.3,489,264.8333333333333,114.2,71.0,medium
14009,190,2,703.9099999999999,8.69047619047619,365,351.9549999999999,6.3,3.5,high
14013,102,3,475.62,13.588235294117647,462,158.54,111.0,35.0,medium
14016,153,4,4209.2,12.7375,2038,1052.3,79.2,53.5,high
14019,38,3,1334.8700000000003,13.166666666666666,869,444.95666666666676,48.6,39.0,low
14020,8,2,642.8000000000001,11.307692307692308,441,321.40000000000003,63.9,35.5,low
14021,147,3,656.8000000000002,8.727272727272727,192,218.9333333333334,53.6,44.0,high
14024,113,2,327.45,9.375,150,163.725,1.8,1.0,high
14029,55,2,479.25999999999993,13.2,198,239.62999999999997,72.0,40.0,medium
14030,10,8,1889.7500000000007,6.08641975308642,1479,236.21875000000009,86.29999999999998,45.0,low
14031,13,18,14035.059999999992,15.676348547717842,3778,779.7255555555552,41.900000000000006,18.5,low
14032,8,10,2877.1900000000014,13.787234042553191,1944,287.71900000000016,79.2,34.0,low
14034,14,3,531.62,4.752808988764045,423,177.20666666666668,108.0,0.0,medium
14035,20,5,1476.0,11.196969696969697,739,295.2,120.0,29.0,low
14037,168,2,151.60000000000002,1.6428571428571428,46,75.80000000000001,169.20000000000002,94.0,medium
14038,70,3,1560.379999999999,10.48913043478261,965,520.1266666666663,64.6,63.0,high
14040,32,12,3657.8099999999986,6.604255319148936,1552,304.8174999999999,45.50000000000001,21.5,medium
14044,18,4,604.2199999999995,1.4736842105263157,308,151.05499999999986,137.60000000000002,59.0,low
14045,101,4,1306.2,46.0,276,326.55,170.10000000000002,17.5,medium
14047,65,4,1034.22,12.952380952380953,272,258.555,133.7,80.5,low
14049,8,4,5596.079999999996,7.715163934426229,3765,1399.019999999999,134.2,79.0,low
14050,23,2,746.3600000000001,12.75925925925926,689,373.18000000000006,66.60000000000001,37.0,low
14051,9,21,14338.109999999999,17.129032258064516,3186,682.7671428571427,28.0,15.0,low
14053,116,2,161.75,30.25,121,80.875,31.5,17.5,high
14056,7,22,7772.379999999976,3.8738140417457307,4083,353.2899999999989,20.800000000000004,13.0,low
14057,15,17,5835.950000000001,15.950704225352112,4530,343.29117647058825,40.8,13.0,medium
14060,14,18,5471.86,23.05699481865285,4450,303.9922222222222,30.500000000000004,20.5,low
14062,1,12,9559.730000000001,30.423423423423422,3377,796.6441666666668,62.9,25.0,low
14064,21,5,1024.5400000000002,11.25,900,204.90800000000004,92.0,41.0,low
14067,55,2,368.24999999999994,6.9423076923076925,361,184.12499999999997,28.8,16.0,high
14071,11,6,1237.9400000000012,3.3293172690763053,829,206.32333333333352,112.5,7.5,medium
14075,11,2,627.8799999999999,15.771428571428572,552,313.93999999999994,216.9,120.5,low
14077,32,5,511.78,6.380952380952381,268,102.356,81.0,43.0,low
14078,93,6,1185.3900000000003,4.769230769230769,310,197.56500000000005,85.5,42.5,high
14081,294,2,896.4399999999998,3.895424836601307,596,448.2199999999999,60.300000000000004,33.5,high
14083,118,7,526.03,3.2254901960784315,329,75.14714285714285,76.4,17.0,high
14085,1,15,3773.579999999998,6.795865633074936,2630,251.57199999999986,50.99999999999999,14.0,low
14088,2,13,54462.96999999997,20.286926994906622,11949,4189.459230769228,64.40000000000003,7.0,low
14092,15,12,3730.3500000000013,9.553299492385786,1882,310.8625000000001,43.6,31.0,low
14096,3,16,24132.310000000136,3.067659294941975,14010,1508.2693750000085,8.0,5.5,low
14099,8,11,3204.34,8.524,2131,291.3036363636364,48.0,33.0,low
14101,65,6,3027.83,44.628571428571426,1562,504.6383333333333,67.5,43.0,medium
14102,3,4,1169.5800000000002,11.283783783783784,835,292.39500000000004,12.8,8.5,low
14104,146,2,127.36,3.4285714285714284,72,63.68,9.9,5.5,high
14107,43,7,2676.75,14.577235772357724,1793,382.39285714285717,72.4,44.0,low
14108,22,2,593.7600000000001,11.205882352941176,381,296.88000000000005,63.0,35.0,low
14110,13,11,5388.97,14.62987012987013,2253,489.90636363636366,46.0,22.0,low
14111,6,4,575.6,29.9,299,143.9,118.80000000000001,45.5,low
14112,14,7,2929.6699999999973,10.31875,1651,418.5242857142853,79.80000000000001,17.0,low
14113,14,3,1164.2000000000003,18.17391304347826,418,388.0666666666668,231.8,55.0,low
14114,265,2,331.93,6.733333333333333,101,165.965,50.4,28.0,high
14116,11,5,1372.0400000000002,9.819444444444445,707,274.408,31.0,28.0,low
14121,2,3,1993.28,11.566666666666666,1388,664.4266666666666,27.0,19.0,low
14125,2,3,2699.230000000002,9.820359281437126,1640,899.7433333333339,42.8,18.0,low
14126,2,2,388.4,15.285714285714286,214,194.2,0.0,0.0,high
14127,114,3,673.6499999999997,7.295454545454546,321,224.54999999999993,117.0,53.0,medium
14128,52,2,637.5000000000001,12.26086956521739,564,318.75000000000006,175.5,97.5,low
14129,9,4,966.48,11.5,506,241.62,147.60000000000002,78.0,low
14132,6,10,3210.700000000001,15.983333333333333,2877,321.0700000000001,26.0,18.0,low
14133,121,3,586.1899999999998,12.428571428571429,348,195.39666666666662,148.8,0.0,medium
14135,24,13,4120.530000000002,19.581967213114755,2389,316.96384615384625,73.20000000000003,13.0,medium
14141,51,3,688.5300000000002,9.266666666666667,278,229.51000000000008,27.6,14.0,high
14145,38,4,3141.5999999999995,48.0,528,785.3999999999999,94.4,29.5,medium
14146,73,4,3148.8199999999993,12.97080291970803,1777,787.2049999999998,151.70000000000002,51.0,medium
14147,69,2,496.20000000000005,21.6,108,248.10000000000002,186.3,103.5,low
14150,27,2,746.9200000000002,19.076923076923077,496,373.4600000000001,291.6,162.0,low
14152,67,2,621.2900000000002,14.510204081632653,711,310.6450000000001,142.20000000000002,79.0,low
14154,231,2,1118.02,8.942307692307692,465,559.01,0.0,0.0,high
14156,1,54,75942.01999999997,20.449170872386446,28363,1406.3337037037033,17.0,4.0,low
14157,11,2,422.6600000000002,5.916666666666667,284,211.3300000000001,238.5,132.5,low
14159,11,11,4699.0299999999925,3.661679135494597,4405,427.1845454545448,69.0,20.0,low
14161,207,3,1082.15,4.212962962962963,455,360.7166666666667,84.4,62.0,high
14162,165,2,264.16,5.68,142,132.08,106.2,59.0,high
14163,79,4,2247.3900000000003,15.711538461538462,817,561.8475000000001,59.300000000000004,42.5,high
14164,62,2,1342.05,28.586206896551722,829,671.025,9.0,5.0,high
14167,31,4,570.5999999999999,2.8846153846153846,150,142.64999999999998,116.9,82.5,low
14173,2,4,446.39000000000004,5.172413793103448,150,111.59750000000001,131.3,17.0,low
14175,51,3,3130.690000000001,10.167785234899329,1515,1043.5633333333337,148.6,111.0,low
14176,289,4,551.46,6.741935483870968,209,137.865,36.7,14.5,high
14177,78,4,557.71,4.880952380952381,205,139.4275,61.500000000000014,4.5,high
14178,20,6,1185.6099999999997,3.875486381322957,996,197.6016666666666,42.0,28.5,low
14179,32,2,716.9799999999997,2.0,330,358.48999999999984,9.9,5.5,high
14180,2,25,4350.8099999999995,2.995833333333333,719,174.03239999999997,19.6,15.0,low
14188,22,6,2056.3599999999997,17.876923076923077,1162,342.72666666666663,77.5,42.5,low
14189,8,14,4561.5999999999985,14.052631578947368,3471,325.8285714285713,43.400000000000006,25.5,low
14191,2,12,4321.360000000002,13.71806167400881,3114,360.1133333333335,27.9,15.0,low
14193,59,2,865.7900000000001,10.595238095238095,445,432.89500000000004,180.9,100.5,low
14194,10,20,10854.329999999994,9.906642728904847,5518,542.7164999999998,36.199999999999996,13.0,low
14195,193,2,557.3199999999999,25.142857142857142,176,278.65999999999997,45.0,25.0,high
14198,10,4,691.2999999999998,7.435897435897436,290,172.82499999999996,86.2,63.0,low
14201,52,7,736.0399999999998,13.35135135135135,494,105.1485714285714,90.80000000000001,29.0,medium
14205,8,2,464.30000000000007,8.5,204,232.15000000000003,222.3,123.5,low
14209,2,6,2100.1800000000003,7.942528735632184,691,350.03000000000003,91.5,58.5,low
14210,97,6,1955.0500000000002,7.450980392156863,760,325.8416666666667,80.0,37.0,high
14211,45,9,2205.7,10.642857142857142,1192,245.07777777777775,59.000000000000014,16.0,medium
14214,22,5,996.2799999999997,11.208955223880597,751,199.25599999999994,106.2,19.0,medium
14215,3,6,1774.52,12.12962962962963,1310,295.75333333333333,118.5,51.5,low
14216,8,2,1328.1399999999999,11.3,452,664.0699999999999,18.900000000000002,10.5,low
14217,3,16,1904.3700000000001,6.776595744680851,637,119.02312500000001,42.0,19.5,low
14220,239,2,630.3199999999999,11.80952380952381,248,315.15999999999997,99.0,55.0,high
14221,34,9,3449.549999999999,11.352331606217616,2191,383.2833333333332,58.40000000000002,32.0,medium
14223,84,3,989.63,9.75,585,329.87666666666667,97.80000000000001,65.0,medium
14224,102,4,1008.0199999999999,4.3559322033898304,514,252.00499999999997,94.2,51.5,high
14226,20,5,2060.350000000001,16.417910447761194,1100,412.07000000000016,106.60000000000001,41.0,low
14227,18,10,3356.5800000000017,10.4,1820,335.6580000000002,74.29999999999998,24.0,low
14229,43,3,1687.3500000000001,15.25,610,562.45,180.30000000000004,20.5,medium
14231,175,3,871.86,8.18,409,290.62,54.4,48.0,high
14232,34,5,1961.7000000000007,16.252173913043478,1869,392.34000000000015,75.0,49.0,low
14233,41,4,1359.0400000000004,16.228571428571428,568,339.7600000000001,143.10000000000002,52.5,low
14234,13,4,773.3800000000003,5.729559748427673,911,193.34500000000008,14.100000000000001,10.0,medium
14235,67,5,3072.6199999999994,22.063291139240505,1743,614.5239999999999,76.4,33.0,medium
14236,72,2,558.86,20.666666666666668,310,279.43,261.90000000000003,145.5,low
14239,35,11,2382.9100000000017,8.866071428571429,993,216.62818181818196,40.0,27.0,medium
14240,22,2,895.0400000000005,9.952380952380953,418,447.52000000000027,175.5,97.5,low
14242,226,2,281.35,7.6875,123,140.675,81.9,45.5,high
14243,30,9,2488.8499999999995,8.555555555555555,1155,276.53888888888883,59.400000000000006,40.0,low
14245,211,2,1642.9199999999996,9.037037037037036,976,821.4599999999998,38.7,21.5,high
14246,102,3,1463.4800000000007,10.4,780,487.8266666666669,91.8,27.0,high
14251,2,4,2376.1000000000004,19.852941176470587,1350,594.0250000000001,29.200000000000006,3.0,low
14256,252,2,980.9799999999999,7.811320754716981,414,490.48999999999995,93.60000000000001,52.0,high
14257,56,5,2870.47,13.830188679245284,1466,574.0939999999999,103.4,36.0,medium
14258,1,9,11294.38,31.47747747747748,3494,1254.931111111111,65.60000000000001,38.0,low
14261,42,2,1154.65,7.8076923076923075,406,577.325,24.3,13.5,high
14262,9,7,2327.4500000000007,11.357723577235772,1397,332.49285714285725,63.20000000000001,24.0,low
14264,146,2,333.97,4.117647058823529,70,166.985,81.0,45.0,high
14267,154,3,1519.9399999999996,9.636363636363637,530,506.64666666666653,77.60000000000001,0.0,high
14272,65,2,434.86000000000007,16.575757575757574,547,217.43000000000004,162.0,90.0,low
14273,43,4,559.9700000000001,9.10344827586207,264,139.99250000000004,83.1,52.5,low
14276,90,3,1116.2899999999997,11.625,744,372.0966666666666,103.4,81.0,medium
14277,7,3,3928.02,7.883928571428571,1766,1309.34,153.20000000000002,6.0,medium
14282,11,13,3207.540000000003,16.098591549295776,2286,246.7338461538464,48.2,21.0,low
14284,22,2,594.5000000000001,5.03125,161,297.25000000000006,49.5,27.5,low
14285,13,4,2051.0,19.14814814814815,517,512.75,81.4,27.0,low
14286,15,3,4482.589999999998,15.307142857142857,4286,1494.196666666666,162.0,22.0,low
14287,190,2,71.76,30.0,120,35.88,0.0,0.0,high
14289,126,5,832.6599999999997,6.619047619047619,278,166.53199999999995,45.2,41.0,high
14290,3,5,2366.9999999999995,9.05940594059406,915,473.3999999999999,185.60000000000002,13.0,low
14291,49,9,3293.0099999999993,11.143564356435643,2251,365.88999999999993,57.0,23.0,medium
14292,31,7,4666.010000000001,14.698924731182796,1367,666.5728571428573,66.0,48.0,low
14293,139,3,739.4099999999994,10.675,427,246.4699999999998,138.2,63.0,high
14297,9,4,1305.3299999999997,13.951612903225806,865,326.3324999999999,159.70000000000005,21.0,low
14298,22,43,58448.57999999996,26.696857670979668,43329,1359.2693023255804,21.0,1.0,high
14299,13,8,3737.8499999999963,12.937984496124031,1669,467.23124999999953,88.19999999999996,24.0,low
14305,63,3,1850.1399999999996,10.371428571428572,1089,616.7133333333333,37.8,21.0,high
14306,43,2,2024.96,21.90909090909091,723,1012.48,30.6,17.0,high
14307,80,6,2972.21,11.166666666666666,2010,495.36833333333334,94.0,47.0,medium
14309,20,8,1887.5500000000006,12.363636363636363,1224,235.94375000000008,67.0,49.5,low
14312,38,6,1591.5699999999995,11.080459770114942,964,265.2616666666666,90.5,40.5,low
14315,36,6,2465.0299999999997,10.108910891089108,1021,410.8383333333333,79.5,28.0,medium
14320,198,2,496.4100000000001,10.483870967741936,325,248.20500000000004,113.4,63.0,high
14321,2,5,1793.5999999999995,18.747967479674795,2306,358.7199999999999,119.4,59.0,low
14323,106,2,604.0600000000002,9.722222222222221,350,302.0300000000001,110.7,61.5,medium
14329,9,7,4893.820000000004,10.652509652509652,2759,699.1171428571434,79.00000000000001,55.0,low
14331,116,2,462.65999999999997,9.0,252,231.32999999999998,9.0,5.0,high
14332,14,3,866.3099999999998,18.5,481,288.7699999999999,73.4,43.0,low
14334,8,8,2529.770000000001,10.685185185185185,1731,316.2212500000001,77.5,39.5,low
14335,8,2,463.65999999999997,6.015873015873016,379,231.82999999999998,72.0,40.0,low
14336,8,4,1594.5100000000007,18.477777777777778,1663,398.62750000000017,143.50000000000003,38.0,low
14338,153,2,586.7199999999999,10.806451612903226,335,293.35999999999996,31.5,17.5,high
14341,37,8,2202.549999999999,10.875968992248062,1403,275.31874999999985,92.2,1.0,medium
14342,13,4,648.7200000000001,15.761904761904763,331,162.18000000000004,96.10000000000001,41.0,low
14344,119,8,810.83,6.380281690140845,453,101.35375,72.89999999999999,14.5,high
14346,112,2,949.5400000000002,10.083333333333334,605,474.7700000000001,158.4,88.0,medium
14352,149,4,1064.46,11.446808510638299,538,266.115,65.30000000000001,19.0,high
14356,71,2,667.03,8.393939393939394,277,333.515,0.9,0.5,high
14359,11,3,890.08,6.745454545454545,371,296.6933333333333,39.8,23.0,low
14360,23,4,2123.0299999999997,9.754237288135593,1151,530.7574999999999,32.6,13.5,medium
14364,100,8,2952.96,19.144927536231883,1321,369.12,26.9,11.0,high
14367,13,15,8599.050000000008,8.089820359281438,4053,573.2700000000006,30.599999999999998,15.0,low
14377,183,2,624.1999999999999,18.818181818181817,207,312.09999999999997,63.0,35.0,high
14379,36,2,354.49,6.3478260869565215,292,177.245,225.9,125.5,low
14383,30,3,1179.0799999999997,12.423728813559322,733,393.0266666666666,84.4,26.0,medium
14385,1,3,202.11,11.357142857142858,159,67.37,7.0,7.0,low
14387,24,3,1746.8300000000017,5.85,819,582.2766666666672,39.6,34.0,low
14388,2,8,3217.640000000001,10.435483870967742,1941,402.2050000000001,81.6,40.5,low
14389,57,2,981.06,13.88888888888889,625,490.53,112.5,62.5,low
14390,2,9,4651.640000000002,7.426573426573427,2124,516.8488888888892,96.2,18.0,low
14395,52,8,2950.620000000001,4.931740614334471,1445,368.8275000000001,73.8,30.5,medium
14396,57,2,478.08,3.0821917808219177,225,239.04,275.40000000000003,153.0,low
14397,3,17,1928.5200000000004,19.386666666666667,1454,113.4423529411765,18.8,13.0,low
14401,30,12,4492.02,23.726114649681527,3725,374.33500000000004,43.7,14.0,medium
14403,122,4,1442.81,20.35,407,360.7025,61.50000000000001,20.0,high
14404,25,6,1465.9499999999998,7.563106796116505,779,244.32499999999996,82.5,63.5,low
14407,99,5,2139.7300000000005,16.583333333333332,1194,427.9460000000001,68.2,26.0,high
14408,2,7,2548.0900000000006,14.878504672897197,1592,364.01285714285723,62.40000000000001,36.0,low
14409,62,6,1676.3999999999994,17.22222222222222,930,279.3999999999999,109.5,38.0,medium
14410,84,9,1106.8499999999988,2.9635416666666665,569,122.98333333333319,52.2,3.0,high
14412,34,2,726.6500000000002,15.953488372093023,686,363.3250000000001,27.0,15.0,high
14414,83,7,1491.9600000000005,23.38144329896907,2268,213.13714285714292,98.40000000000008,7.0,medium
14415,11,12,4806.51,4.867368421052632,2312,400.5425,37.0,24.0,low
14416,14,2,389.1800000000001,18.142857142857142,254,194.59000000000006,18.0,10.0,medium
14418,17,2,1040.7700000000002,14.634920634920634,922,520.3850000000001,73.8,41.0,low
14419,2,6,1055.9600000000003,2.3640776699029127,487,175.99333333333337,145.0,24.0,low
14421,49,2,813.11,13.518518518518519,365,406.555,138.6,77.0,low
14422,9,5,3856.72,12.36231884057971,2559,771.3439999999999,97.8,35.0,low
14426,15,10,4291.070000000001,11.191964285714286,2507,429.1070000000001,97.5,7.0,medium
14427,42,2,363.34000000000003,13.411764705882353,228,181.67000000000002,11.700000000000001,6.5,high
14428,28,4,995.0300000000003,2.564885496183206,336,248.75750000000008,137.5,64.0,low
14432,1,6,2293.329999999998,5.387434554973822,2058,382.22166666666635,20.5,14.0,low
14434,13,6,1586.4,30.666666666666668,368,264.40000000000003,14.5,7.0,medium
14440,34,4,1758.3300000000002,10.23913043478261,471,439.58250000000004,185.20000000000005,39.0,low
14441,35,3,1425.8900000000003,8.619047619047619,362,475.2966666666668,138.2,51.0,low
14442,196,2,1521.08,7.650793650793651,482,760.54,100.8,56.0,high
14443,45,4,1388.1500000000003,10.086021505376344,938,347.0375000000001,144.9,71.0,low
14446,20,3,842.97,3.44954128440367,752,280.99,143.0,51.0,low
14447,10,5,1163.2300000000005,8.157142857142857,571,232.6460000000001,120.60000000000001,31.0,low
14448,1,2,418.89000000000004,5.2,104,209.44500000000002,318.6,177.0,low
14449,10,4,912.3399999999998,2.934108527131783,757,228.08499999999995,164.9,85.0,low
14450,172,3,483.25,6.025,241,161.08333333333334,74.0,62.0,high
14451,52,2,662.5900000000001,3.5688073394495414,389,331.2950000000001,120.60000000000001,67.0,low
14452,2,2,259.69000000000005,1.9193548387096775,119,129.84500000000003,74.7,41.5,low
14456,14,8,2657.239999999998,2.746180963572268,2337,332.15499999999975,35.699999999999996,10.5,medium
14460,102,3,350.76,39.25,628,116.92,123.4,61.0,medium
14461,140,3,2052.269999999999,4.273743016759776,765,684.0899999999997,72.4,30.0,high
14462,58,11,1972.8800000000003,4.02510460251046,962,179.3527272727273,41.0,27.0,high
14463,90,3,535.6,25.833333333333332,155,178.53333333333333,64.4,34.0,high
14465,238,3,1046.5000000000007,3.1153846153846154,405,348.83333333333354,44.800000000000004,0.0,high
14466,21,7,2267.6500000000015,13.777777777777779,992,323.9500000000002,79.80000000000001,44.0,low
14467,9,4,593.8599999999999,3.088888888888889,278,148.46499999999997,192.50000000000006,14.0,low
14470,3,2,411.21999999999997,4.488372093023256,193,205.60999999999999,247.5,137.5,low
14472,95,8,1841.2600000000011,4.128113879003559,1160,230.15750000000014,55.3,27.0,high
14473,66,2,234.34,12.571428571428571,88,117.17,187.20000000000002,104.0,low
14475,63,3,927.1499999999999,10.642857142857142,447,309.04999999999995,117.2,114.0,low
14477,11,4,848.6400000000002,40.8,408,212.16000000000005,126.7,71.0,low
14479,245,2,317.74999999999994,6.5,117,158.87499999999997,99.9,55.5,high
14481,156,2,629.7900000000001,16.3,489,314.89500000000004,109.8,61.0,high
14482,10,6,1672.120000000001,8.569444444444445,1234,278.68666666666684,96.5,11.0,low
14487,18,6,1164.98,5.104166666666667,735,194.16333333333333,160.0,9.5,medium
14491,167,2,340.18,8.176470588235293,139,170.09,177.3,98.5,medium
14493,8,4,1866.0100000000007,10.827956989247312,1007,466.50250000000017,80.40000000000002,14.5,low
14495,42,2,123.79999999999998,10.333333333333334,62,61.89999999999999,63.0,35.0,medium
14496,303,2,581.6700000000001,8.368421052631579,159,290.83500000000004,54.9,30.5,high
14498,34,5,1786.9000000000003,5.564766839378239,1074,357.38000000000005,134.20000000000002,36.0,low
14499,18,3,815.37,2.582474226804124,501,271.79,136.6,107.0,low
14500,80,3,363.40000000000003,15.0,105,121.13333333333334,66.2,23.0,high
14501,175,2,255.70999999999998,16.1,161,127.85499999999999,122.4,68.0,high
14502,11,11,2479.8999999999983,2.378812199036918,1482,225.4454545454544,81.0,20.0,low
14503,2,4,2769.370000000001,12.253846153846155,1593,692.3425000000002,90.60000000000001,29.5,low
14504,39,4,671.1099999999997,2.878504672897196,308,167.77749999999992,141.90000000000003,17.0,medium
14505,9,8,5784.249999999986,3.423028785982478,2735,723.0312499999983,78.19999999999999,39.0,low
14506,9,5,1968.6600000000012,2.310126582278481,730,393.73200000000026,110.6,85.0,low
14507,15,6,1399.9999999999995,6.25,600,233.33333333333326,87.0,38.0,low
14508,13,2,272.82,2.2982456140350878,131,136.41,60.300000000000004,33.5,low
14511,3,5,1287.0099999999995,11.529411764705882,784,257.40199999999993,37.4,26.0,low
14512,179,2,241.78,5.304347826086956,122,120.89,39.6,22.0,high
14513,92,3,350.15000000000003,15.416666666666666,185,116.71666666666668,100.4,82.0,medium
14514,53,3,1047.29,8.068493150684931,589,349.09666666666664,136.7,64.5,low
14515,9,6,2051.7399999999993,10.752475247524753,1086,341.95666666666654,83.5,15.5,low
14517,25,2,329.95,5.055555555555555,91,164.975,97.2,54.0,low
14522,16,4,954.2,26.647058823529413,453,238.55,87.60000000000001,33.5,low
14524,23,9,1788.3600000000006,3.3300492610837438,676,198.70666666666673,84.4,39.0,low
